nav_id,lon,lat,order
0,-80.1150898,26.7877536,0
3269,-80.11510885716348,26.787854428438227,1
3270,-80.11511170318366,26.787961091814534,2
1871,-80.11522686732211,26.78805011133264,3
1819,-80.11521954538999,26.788055543853428,4
1870,-80.11522622733288,26.788132633400352,5
1873,-80.11531817665653,26.78813320774502,6
3118,-80.11534442083455,26.78845863775575,7
3121,-80.11521409147018,26.794335616181513,8
1832,-80.11505608708754,26.79456193830738,9
1831,-80.11496413258857,26.794561363665427,10
1834,-80.1149530428028,26.79485733167327,11
1835,-80.11504499754008,26.79485790632828,12
1836,-80.11504435723047,26.794940428312593,13
1817,-80.11503774760503,26.79500757633306,14
1833,-80.11495240242667,26.79493985365554,15
1816,-80.11494579274725,26.795007001670385,16
1815,-80.11494515236173,26.795089523650752,17
1818,-80.11503710728603,26.79509009831547,18
1838,-80.1149347626087,26.795373551665442,19
1839,-80.11502671776171,26.795374126342526,20
1840,-80.11502607742456,26.79545664832042,21
1837,-80.11493412220503,26.795456073641287,22
1842,-80.11492359249809,26.795668481660734,23
1843,-80.11501554788859,26.79566905635091,24
1844,-80.11501490753518,26.795751578325113,25
1841,-80.11492295207815,26.795751003632898,26
1846,-80.11490727237704,26.7959951816543,27
1847,-80.11499922803054,26.795995756361528,28
1848,-80.11499858765625,26.79607827833156,29
1845,-80.11490663193622,26.796077703622288,30
1812,-80.11489504225858,26.79631123164918,31
1813,-80.1149869981666,26.796311806370607,32
1851,-80.1150451681828,26.796399416352443,33
1814,-80.1149863577747,26.796394328336678,34
1855,-80.11498227820529,26.796400656373585,35
1850,-80.11495321220269,26.796398841667056,36
1859,-80.11490365823298,26.79640121639999,37
1811,-80.11489440180016,26.79639375361321,38
1854,-80.11489032222576,26.79640008164734,39
1853,-80.11488968176145,26.79648260361023,40
1860,-80.1149030177783,26.796483738363165,41
1849,-80.11495257178393,26.79648136363137,42
1856,-80.1149816378075,26.796483178338523,43
1852,-80.11504452783055,26.796481938318795,44
1863,-80.11497712829413,26.79660933637859,45
1864,-80.11497648788682,26.796691858340985,46
1861,-80.11488453167264,26.796691283605217,47
1862,-80.11488517214646,26.796608761644876,48
1857,-80.11481106173375,26.796483163583815,49
1858,-80.11481170225495,26.796400641622686,50
3367,-80.11468380689622,26.79640237060605,51
3368,-80.11431129020669,26.796391631029042,52
836,-80.11423498845674,26.79637766662418,53
837,-80.1142343475189,26.796460188572684,54
834,-80.11414239150999,26.796459613359623,55
835,-80.11414303251436,26.79637709141317,56
840,-80.1134650987182,26.79635973688246,57
841,-80.1134644572238,26.796442258813947,58
838,-80.11337250124855,26.796441683101342,59
839,-80.11337314280945,26.796359161171903,60
844,-80.11287157891876,26.79634355708154,61
845,-80.11287093699536,26.79642607899993,62
842,-80.11277898104798,26.796425502902263,63
843,-80.11277962303788,26.796342980985933,64
902,-80.11222858913678,26.796327777297243,65
903,-80.1122279467486,26.796410299201405,66
900,-80.11213599082998,26.796409722686555,67
901,-80.11213663328468,26.796327200784447,68
848,-80.11157940935864,26.7963160775151,69
849,-80.11157876650108,26.796398599404842,70
846,-80.11148681060811,26.796398022468704,71
847,-80.11148745353218,26.79631550058102,72
898,-80.11102095955067,26.79630887770255,73
899,-80.11102031628926,26.796391399579846,74
896,-80.11092836041607,26.796390822281243,75
