nav_id,lon,lat,order
0,-80.1150898,26.7877536,0
3361,-80.11515848909926,26.787286909059272,1
3362,-80.11516258273328,26.787094251871157,2
1807,-80.11530402623103,26.786108483912372,3
1806,-80.115415263728,26.78558304815834,4
1828,-80.11541198371087,26.7855421981592,5
1805,-80.11541590350978,26.7855005260567,6
1827,-80.11541262349391,26.78545967605716,7
3359,-80.11530802458316,26.78537522568353,8
3360,-80.1153184373732,26.784535279791466,9
2645,-80.11557215175934,26.78143086594032,10
2665,-80.1155943514738,26.780764205922388,11
2726,-80.11571376155987,26.77972216804102,12
2725,-80.11571440096336,26.77963964586443,13
2662,-80.11569160117897,26.77876406804407,14
2661,-80.11569224057193,26.778681545856816,15
2674,-80.11572344091533,26.77805549803122,16
2673,-80.11572408026562,26.777972975835006,17
2702,-80.1158901394119,26.774028847962658,18
3429,-80.11600927969955,26.772780148487413,19
3428,-80.11609940135791,26.772782873479084,20
1000,-80.11616953232887,26.77219717442136,21
996,-80.11618223247038,26.77186804443079,22
989,-80.11619602145186,26.771427552157835,23
988,-80.11619538262404,26.771510074440823,24
992,-80.11620888278762,26.77112860445134,25
993,-80.11620952159511,26.771046082163604,26
1015,-80.11632772818183,26.770444057811055,27
1014,-80.11632836688447,26.770361535512695,28
908,-80.11636674467891,26.76671881457354,29
909,-80.1163673832502,26.766636292230935,30
3477,-80.11642891913654,26.765978649870437,31
1537,-80.11639000380853,26.765177942243927,32
1552,-80.11639639534326,26.76514795460814,33
1553,-80.11639703384964,26.765065432246573,34
1548,-80.11644060583902,26.763994134641088,35
1549,-80.1164412442815,26.763911612265108,36
1570,-80.11659752378466,26.76314181530906,37
1567,-80.11665062529686,26.76271064767859,38
1566,-80.11665126355209,26.762628125282966,39
1563,-80.11667110522512,26.762506347671348,40
1562,-80.11667174345989,26.762423825272894,41
1690,-80.1167270350558,26.762016857651858,42
3446,-80.11680705107884,26.76197937138422,43
3445,-80.1168517023325,26.76197863234757,44
3461,-80.11979334296795,26.76205287726287,45
3474,-80.12031452737644,26.761351551432128,46
3473,-80.12062237196578,26.76135440290697,47
3129,-80.12311550765986,26.76126585221467,48
3405,-80.12357303319168,26.761435006007908,49
3404,-80.12385264678684,26.76144170170951,50
3470,-80.12421279751256,26.76075846194988,51
2274,-80.1245659900184,26.760763197416733,52
2275,-80.12465791753172,26.76076376516317,53
3470,-80.12421279751256,26.76075846194988,54
3404,-80.12385264678684,26.76144170170951,55
3405,-80.12357303319168,26.761435006007908,56
3129,-80.12311550765986,26.76126585221467,57
3473,-80.12062237196578,26.76135440290697,58
3474,-80.12031452737644,26.761351551432128,59
2781,-80.11984089370328,26.762602017858786,60
3458,-80.1167292559398,26.762689939798555,61
1569,-80.11650559455683,26.763141242288373,62
1568,-80.11650495618214,26.763223764674766,63
1577,-80.1164881844692,26.76338347228194,64
1576,-80.11648754607523,26.763465994665125,65
1573,-80.11644787431467,26.76381990226755,66
1572,-80.1164472358795,26.76390242464475,67
1541,-80.11643560423919,26.764025942262872,68
1540,-80.11643496578945,26.764108464637403,69
1545,-80.11642234402503,26.764589752256445,70
1544,-80.11642170555011,26.764672274624107,71
1539,-80.11648129622466,26.765261037741954,72
3413,-80.11630159332925,26.765899683386,73
3412,-80.11622400143547,26.76595981380028,74
2625,-80.11621439515689,26.76611700548429,75
2623,-80.11612182480991,26.766198954499526,76
2617,-80.11618961544137,26.766779555503017,77
2615,-80.1160970445254,26.766861504480826,78
2637,-80.11616182572047,26.767426595522497,79
2635,-80.1160692542463,26.767508544461336,80
2621,-80.1161362759992,26.768074555541233,81
2619,-80.1160437039676,26.768156504442587,82
2629,-80.1161142062656,26.768695885558397,83
2627,-80.1160216337012,26.76877783442543,84
2633,-80.11608778653412,26.769318615577046,85
2631,-80.11599521343267,26.769400564406787,86
2717,-80.11606129683321,26.770014645596866,87
2715,-80.11596872313359,26.77009659438697,88
2713,-80.11603914712906,26.77070651561516,89
2711,-80.11594657283774,26.77078846436867,90
2709,-80.11601526739402,26.77132277563284,91
2707,-80.11592269257277,26.771404724350973,92
2693,-80.11598600766214,26.771942075652387,93
2691,-80.11589343230465,26.772024024331433,94
2697,-80.11595292796454,26.77264045567446,95
2695,-80.11586035200223,26.772722404309363,96
2688,-80.11582725084767,26.77333624203459,97
2687,-80.11582661170043,26.773418764287115,98
2700,-80.11579884062132,26.77394575202321,99
2699,-80.11579820143666,26.774028274268005,100
2680,-80.11577367039791,26.774544582012897,101
2679,-80.11577303117846,26.774627104250154,102
2668,-80.11565598936947,26.77730255196484,103
2667,-80.11565534998853,26.77738507416734,104
2672,-80.11563213911792,26.777972401954646,105
2671,-80.11563149970117,26.77805492414881,106
2660,-80.11560029885426,26.778680971941792,107
2659,-80.11559965939486,26.778763494127,108
2720,-80.11556681858809,26.779397561928395,109
2656,-80.11553310832466,26.78010734191495,110
2655,-80.11553246877713,26.780189864082043,111
2664,-80.11550240808089,26.78076363190267,112
2663,-80.11550176849296,26.78084615406143,113
2644,-80.11548020782989,26.78143029189301,114
2643,-80.11547956820745,26.781512814043506,115
2648,-80.11545211756504,26.782138221881336,116
2647,-80.11545147790265,26.782220744022954,117
2640,-80.11542134730215,26.78284364186882,118
2639,-80.11542070759795,26.782926164001537,119
2652,-80.11539763708485,26.783425061859038,120
2651,-80.11539699734739,26.783507583984452,121
2728,-80.11537564687055,26.783997121849826,122
2727,-80.11537500710132,26.784079643968088,123
3360,-80.1153184373732,26.784535279791466,124
3359,-80.11530802458316,26.78537522568353,125
1826,-80.11532067632238,26.785459101826664,126
3362,-80.11516258273328,26.787094251871157,127
3361,-80.11515848909926,26.787286909059272,128
0,-80.1150898,26.7877536,129
