nav_id,lon,lat,order
0,-80.1150898,26.7877536,0
1,-80.11512399562766,26.78740530383156,1
2,-80.11512463567063,26.78732278175766,2
3361,-80.11515848909926,26.787286909059272,3
3362,-80.11516258273328,26.787094251871157,4
1795,-80.11527011589018,26.78689787388859,5
1796,-80.1152707558134,26.78681535180551,6
1801,-80.1153772439226,26.78645863608473,7
3526,-80.11550517738827,26.78558177383786,8
3527,-80.11565521566442,26.785594527116928,9
3211,-80.1226769387355,26.790312578107766,10
3521,-80.13125831955342,26.79596091724746,11
3495,-80.13218397812095,26.79648359247531,12
2070,-80.13285894227208,26.79715351038378,13
2066,-80.13301965226024,26.797259960331495,14
2058,-80.13347855222705,26.797565190182222,15
2049,-80.13400323446061,26.79797936763515,16
2041,-80.13441548419794,26.79825787776342,17
2046,-80.1349264321246,26.79853407971133,18
2053,-80.13524391367316,26.798809598021233,19
2055,-80.13533524636011,26.798892681964613,20
2073,-80.13586594327757,26.7992278882148,21
2038,-80.13658974200658,26.79964645917035,22
2034,-80.13681076198866,26.799788899098377,23
3529,-80.13687423971702,26.799918886295305,24
3528,-80.13716909253571,26.800096727725336,25
3530,-80.13730951381645,26.80001960564442,26
3531,-80.13739194427126,26.79968902620133,27
2144,-80.13747053166087,26.799555958873366,28
2164,-80.13766488135713,26.798990158799402,29
2137,-80.13777478289366,26.798381218817,30
2133,-80.13790737914722,26.798063121312488,31
2140,-80.13797902925951,26.79785375133976,32
2134,-80.13790800299994,26.797980598860338,33
2141,-80.13797965305473,26.797771228883615,34
2161,-80.13820899679284,26.797245291056598,35
2160,-80.13820962040519,26.797162768588358,36
2169,-80.138491826088,26.789493419075782,37
2175,-80.13864605344091,26.78822120088516,38
2174,-80.13864667649337,26.788138678302253,39
2153,-80.13860557337007,26.78807817089732,40
2152,-80.13860619644797,26.787995648313622,41
2179,-80.13869591315628,26.787442490866564,42
2178,-80.13869653615164,26.787359968273492,43
2146,-80.13883306423065,26.78663634179963,44
2147,-80.13883368710508,26.786553819194186,45
2132,-80.1390756428206,26.786216100742802,46
2131,-80.13907626550824,26.786133578127195,47
2093,-80.13919611476962,26.785646731936684,48
2094,-80.13919673735477,26.78556420931182,49
2089,-80.13936527506293,26.785084292002107,50
2090,-80.13936589751057,26.785001769367014,51
2083,-80.13953892536382,26.784507412069257,52
2084,-80.13953954767032,26.784424889423672,53
2108,-80.13979435194648,26.783281600506236,54
